"Category","URL","Name","Status","Expected","Redirect","TimeMs","ContentType"
"IEAdmin","https://nekotab.app/dc-2026/admin/ie/1/finalists/","Finalists","301","200 or 302","https://dc-2026.nekotab.app/admin/ie/1/finalists/","234","text/html; charset=utf-8"
"IEAdmin","https://nekotab.app/dc-2026/admin/ie/1/judge-links/1/page/","Judge links page","301","200 or 302","https://dc-2026.nekotab.app/admin/ie/1/judge-links/1/page/","233","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/","Assistant home","301","200 or 302","https://dc-2026.nekotab.app/assistant/","233","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/draw/display/","Draw display","301","200 or 302","https://dc-2026.nekotab.app/assistant/draw/display/","235","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/results/","Results list","301","200 or 302","https://dc-2026.nekotab.app/assistant/results/","238","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/feedback/add/","Add feedback","301","200 or 302","https://dc-2026.nekotab.app/assistant/feedback/add/","234","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/checkins/prescan/","Check-in scan","301","200 or 302","https://dc-2026.nekotab.app/assistant/checkins/prescan/","234","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/checkins/status/people/","Check-in status","301","200 or 302","https://dc-2026.nekotab.app/assistant/checkins/status/people/","234","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/checkins/status/venues/","Venue status","301","200 or 302","https://dc-2026.nekotab.app/assistant/checkins/status/venues/","234","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/participants/list/","Participant list","301","200 or 302","https://dc-2026.nekotab.app/assistant/participants/list/","233","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/participants/institutions/","Institutions","301","200 or 302","https://dc-2026.nekotab.app/assistant/participants/institutions/","234","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/motions/display/","Motions display","301","200 or 302","https://dc-2026.nekotab.app/assistant/motions/display/","235","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/printing/scoresheets/","Print scoresheets","301","200 or 302","https://dc-2026.nekotab.app/assistant/printing/scoresheets/","234","text/html; charset=utf-8"
"Assistant","https://nekotab.app/dc-2026/assistant/printing/feedback/","Print feedback","301","200 or 302","https://dc-2026.nekotab.app/assistant/printing/feedback/","234","text/html; charset=utf-8"
"API","https://nekotab.app/api/v1/institutions","Institutions list","401","200 or 401",,"241","application/json"
"API","https://nekotab.app/api/v1/users","Users list","401","200 or 401",,"238","application/json"
"API","https://nekotab.app/api/v1/users/me","Current user","401","200 or 401",,"237","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/","Tournament detail","404","200",,"498","text/html; charset=utf-8"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/teams","Teams","401","200 or 401",,"287","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/adjudicators","Adjudicators","401","200 or 401",,"261","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/speakers","Speakers","401","200 or 401",,"261","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/venues","Venues","200","200",,"333","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/motions","Motions","401","200 or 401",,"258","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/rounds","Rounds","200","200",,"280","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/rounds/1/pairings","Pairings R1","401","200 or 401",,"285","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/rounds/1/availabilities","Availabilities R1","401","200 or 401",,"238","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/feedback","Feedback","401","200 or 401",,"314","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/feedback-questions","Feedback questions","200","200",,"403","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/break-categories","Break categories","200","200",,"326","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/speaker-categories","Speaker categories","200","200",,"273","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/venue-categories","Venue categories","200","200",,"280","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/teams/standings","Teams standings","401","200 or 401",,"297","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/speakers/standings","Speakers standings","401","200 or 401",,"258","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/institutions","Tournament institutions","401","200 or 401",,"260","application/json"
"API","https://nekotab.app/api/v1/tournaments/dc-2026/me","Tournament me","200","200 or 401",,"276","application/json"
"Microservice","https://nekotab.app/api/ie/docs","nekospeech docs","404","200",,"236","application/json"
"Microservice","https://nekotab.app/api/ie/health","nekospeech health","200","200",,"235","application/json"
"Microservice","https://nekotab.app/api/congress/docs","nekocongress docs","404","200",,"236","application/json"
"Microservice","https://nekotab.app/api/congress/health","nekocongress health","200","200",,"235","application/json"
"SubdomainEdge","https://dc-2026.nekotab.app/","Valid subdomain","200","200",,"341","text/html; charset=utf-8"
"SubdomainEdge","https://nonexistent.nekotab.app/","Invalid subdomain","404","404",,"952","text/html; charset=utf-8"
"SubdomainEdge","https://admin.nekotab.app/","Reserved: admin","200","redirect or 404",,"809","text/html; charset=utf-8"
"SubdomainEdge","https://www.nekotab.app/","Reserved: www","200","redirect or 200",,"910","text/html; charset=utf-8"
"SubdomainEdge","https://api.nekotab.app/","Reserved: api","200","redirect or 404",,"764","text/html; charset=utf-8"
"SubdomainEdge","https://dc-2026.nekotab.app/dc-2026/admin/","Double slug","404","should not double-prefix",,"319","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/admin/congress","No trailing slash","301","301 or 200","/dc-2026/admin/congress/","273","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/admin/congress/","With trailing slash","301","200 or 302","https://dc-2026.nekotab.app/admin/congress/","237","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/admin/draw/round/999/","Nonexistent round","301","404 not 500","https://dc-2026.nekotab.app/admin/draw/round/999/","235","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/participants/team/999999/","Nonexistent team PK","301","404 not 500","https://dc-2026.nekotab.app/participants/team/999999/","235","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/participants/adjudicator/999999/","Nonexistent adj PK","301","404 not 500","https://dc-2026.nekotab.app/participants/adjudicator/999999/","237","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/admin/draw/round/0/","Zero round","301","404 not 500","https://dc-2026.nekotab.app/admin/draw/round/0/","237","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/admin/draw/round/-1/","Negative round","404","404 not 500",,"496","text/html; charset=utf-8"
"PathEdge","https://nekotab.app/dc-2026/admin/congress/session/abc/","String where int expected","404","404 not 500",,"355","text/html; charset=utf-8"
